Season,PlayerId,Team,NTC,NMC,ELC,UFA,Average Salary,Major 2034,Major 2035,Major 2036,Major 2037,Major 2038,Major 2039,Major 2040,Major 2041,Major 2042,Major 2043,Major 2044,Major 2045,Major 2046,Major 2047,Minor 2034,Minor 2035,Minor 2036,Minor 2037,Minor 2038,Minor 2039,Minor 2040,Minor 2041,Minor 2042,Minor 2043,Minor 2044,Minor 2045,Minor 2046,Minor 2047
2034/2035,56137,14,No,No,No,Yes,5600000,5600000,5600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5600000,5600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56147,15,No,No,No,Yes,9070000,9070000,9070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9070000,9070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56170,35,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56173,32,No,No,No,Yes,7800000,7800000,7800000,7800000,7800000,7800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,7800000,7800000,7800000,7800000,7800000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56205,22,No,No,No,Yes,3300000,3100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56218,32,No,No,No,Yes,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56219,27,No,No,No,Yes,1500000,1500000,1425000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210000,210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56226,33,No,No,No,Yes,5270000,5270000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5270000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56239,14,No,No,No,Yes,4130000,4130000,4130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4130000,4130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56240,20,No,Yes,No,Yes,11110000,11110000,11110000,11110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56342,34,No,No,No,Yes,9470000,9470000,9470000,9470000,9470000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9470000,9470000,9470000,9470000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56386,12,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56635,0,No,No,No,Yes,7360000,7360000,7360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7360000,7360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56636,29,No,No,No,Yes,3030000,2695000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2695000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56637,5098,No,No,No,Yes,9230000,8330000,7840000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8330000,7840000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56781,18,No,No,No,Yes,6017916,5791500,7150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5791500,7150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56826,10,No,No,No,Yes,2380000,1925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,56995,25,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57167,14,No,No,No,Yes,1107148,1107148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1107148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57203,19,No,No,No,Yes,1008346,1008346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1008346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57214,21,No,No,No,Yes,8181000,8181000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8181000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57216,5092,No,No,No,Yes,8325000,9000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57219,19,No,No,No,Yes,5930000,5930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57222,32,No,No,No,Yes,11820000,11820000,10160000,10160000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11820000,10160000,10160000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57223,28,No,No,No,Yes,8850000,9295000,9135000,9043500,8656500,8565000,8405000,-1,-1,-1,-1,-1,-1,-1,-1,9295000,9135000,9043500,8656500,8565000,8405000,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57224,3,No,No,No,Yes,7700000,8240000,8075000,7325000,7160000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8240000,8075000,7325000,7160000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57561,8,No,No,No,Yes,7590000,7590000,7590000,7590000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7590000,7590000,7590000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57563,5098,No,No,No,Yes,9180000,9180000,9180000,9180000,9180000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9180000,9180000,9180000,9180000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57568,5,No,No,No,Yes,6630000,6630000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6630000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57569,35,No,No,No,Yes,5410800,5410800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5410800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57576,8,No,No,No,Yes,6440000,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57577,5090,No,No,No,Yes,3050000,2805000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2805000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57582,12,No,No,No,Yes,1544444,1544444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1544444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57584,28,No,No,Yes,No,835000,835000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57586,4838,No,No,No,Yes,3456258,4150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57592,16,No,No,No,Yes,6560000,6560000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6560000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57600,15,No,No,No,Yes,11590000,11590000,11590000,11590000,11590000,11590000,-1,-1,-1,-1,-1,-1,-1,-1,-1,11590000,11590000,11590000,11590000,11590000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57601,33,No,No,No,Yes,2817366,2995000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2995000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57605,17,No,No,No,Yes,8410000,8410000,8410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8410000,8410000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57610,25,No,No,No,Yes,5070000,5070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57629,9,No,No,No,Yes,2690000,2390000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2390000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57631,24,No,No,No,Yes,1600000,1745000,1600000,1455000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1745000,1600000,1455000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57636,28,No,No,No,Yes,3060000,3060000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3060000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57643,33,No,No,No,Yes,2646200,3030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57898,8,No,No,No,Yes,2806000,3050000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3050000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,57998,4182,No,No,No,Yes,8340000,8340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58013,5092,No,No,No,Yes,8900000,8900000,8900000,8900000,8900000,8900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,8900000,8900000,8900000,8900000,8900000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58015,30,No,No,No,Yes,10740000,10740000,9660000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10740000,9660000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58017,21,No,No,No,Yes,1710000,1710000,1710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1710000,1710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58034,23,No,No,No,Yes,6000000,6000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58058,28,No,No,No,Yes,5890000,5890000,5890000,5890000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5890000,5890000,5890000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58152,29,No,No,No,No,1470000,1470000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1470000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,58181,33,No,No,No,Yes,3060000,3328888,3060000,2791112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3328888,3060000,2791112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,59724,25,No,No,No,Yes,2750000,2750000,2750000,2750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,61964,34,No,No,No,Yes,3240000,3240000,3240000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,62357,20,No,No,No,Yes,6310000,6310000,6310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6310000,6310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63332,5090,No,Yes,No,Yes,8400000,8400000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63333,24,No,No,No,Yes,4550079,8150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63335,29,No,No,No,Yes,7260000,8205000,8205000,6315000,6315000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8205000,8205000,6315000,6315000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63336,14,No,No,No,Yes,8420000,8420000,8420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8420000,8420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63337,23,No,No,No,Yes,6440000,6440000,6440000,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6440000,6440000,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63338,18,No,No,No,Yes,7060000,8050000,8050000,6070000,6070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8050000,8050000,6070000,6070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63339,18,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63340,31,No,No,No,Yes,3120000,2525000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2525000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63441,5,No,No,No,Yes,2400000,2400000,2400000,2400000,2400000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63444,34,No,No,No,No,945030,945030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,945030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63448,35,No,No,No,Yes,8100000,8100000,8100000,8100000,8100000,8100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,8100000,8100000,8100000,8100000,8100000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63521,23,No,No,No,Yes,7200000,7200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63532,4838,No,No,No,Yes,5210000,5210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63706,27,No,No,No,Yes,6440000,6440000,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6440000,6440000,6440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63778,4182,No,No,No,Yes,5540000,5540000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5540000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63779,8,No,No,No,Yes,6990000,6990000,6990000,6990000,6990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6990000,6990000,6990000,6990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63781,20,No,No,No,Yes,6830000,6830000,6830000,6830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6830000,6830000,6830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63782,11,No,No,No,No,2910000,2910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63785,26,No,No,No,No,1100000,1100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63786,11,No,No,No,Yes,2420000,2420000,2420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2420000,2420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63788,11,No,No,No,Yes,7670000,7670000,7670000,7670000,7670000,7670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,7670000,7670000,7670000,7670000,7670000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63789,5,No,No,No,Yes,6710000,6710000,6710000,6710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6710000,6710000,6710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63790,17,No,No,No,Yes,1550000,1770000,1550000,1330000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1770000,1550000,1330000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63794,14,No,No,No,Yes,3440000,3440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3440000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,63799,14,No,No,No,No,1500000,1500000,1395000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225000,225000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,64955,5098,No,No,No,Yes,1500000,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,65077,25,No,No,No,No,1840000,1840000,1600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1840000,1600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,66395,14,No,No,No,Yes,1404000,1404000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1404000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,66728,20,No,No,No,Yes,2810000,2810000,2610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2810000,2610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,68349,17,No,No,No,Yes,4850000,5108250,4850000,4591750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5108250,4850000,4591750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,69080,28,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,69415,5092,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,70437,35,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,71057,4182,No,No,No,Yes,8660000,9790000,8660000,7530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9790000,8660000,7530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,71264,9,No,No,No,Yes,5860000,5860000,5860000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5860000,5860000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73601,17,No,No,No,Yes,2990000,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73604,14,No,No,No,Yes,3855600,3855600,3855600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3855600,3855600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73605,19,No,No,No,Yes,3110000,3110000,2830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3110000,2830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73607,15,No,No,No,Yes,3640000,3640000,3640000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3640000,3640000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73609,5088,No,No,No,Yes,3220000,3220000,3220000,3220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3220000,3220000,3220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73611,22,No,No,No,Yes,2979166,2925000,3250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2925000,3250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73615,12,No,No,No,Yes,5931670,6917400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6917400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73617,25,No,No,No,Yes,6500000,6500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73618,28,No,No,No,Yes,2778916,2888500,2805000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2888500,2805000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73620,25,No,No,No,No,1500000,1500000,1354935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225000,225000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73621,18,No,No,No,Yes,4461793,4461793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4461793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73623,29,No,No,No,Yes,1500000,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,180000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73624,19,No,No,No,Yes,3250000,3250000,3250000,3250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3250000,3250000,3250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73625,9,No,No,No,Yes,3020000,3445000,3020000,2595000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3445000,3020000,2595000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73629,30,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73674,25,No,No,No,Yes,1420000,1420000,1420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211695,211695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73794,8,No,No,No,Yes,3130000,3320000,3130000,2940000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3320000,3130000,2940000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73808,35,No,No,No,Yes,8180000,8180000,8180000,8180000,8180000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8180000,8180000,8180000,8180000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73811,11,No,No,No,Yes,1020000,875000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,875000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73866,18,No,No,No,Yes,3770000,3770000,3770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3770000,3770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,73994,19,No,No,No,Yes,3802500,3802500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3802500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74001,0,No,No,No,Yes,1250000,1250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74015,31,No,No,No,Yes,9710000,9710000,9710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9710000,9710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74016,29,No,No,No,Yes,8550000,8550000,8550000,8550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8550000,8550000,8550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74053,15,No,No,No,Yes,3151860,3609000,3609000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3609000,3609000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74059,26,No,No,No,No,900000,900000,900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102375,92375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74067,33,No,No,No,Yes,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74088,10,No,No,No,Yes,1544444,1544444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1544444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74148,26,No,No,No,Yes,12050000,12050000,12050000,12050000,12050000,12050000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74215,22,No,No,No,Yes,11960000,12728333,12728333,11191667,11191667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12728333,12728333,11191667,11191667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,74218,9,No,No,No,Yes,3690000,3690000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3690000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
